жОЯщАР;╦ТОР;йАТГЦ.;;аЯ. еМТэКЛАТОР;сТ. еМТэКЛ;йЫД.пЯОЛГХЕУТч;еПЫМУЛъА;а.ж.л;гЛ.еНЭЖКГС;дИЙАИОЩВОР пКГЯ.;аЯ. пАЯАСТАТИЙОЩ;гЛ/МъА пАЯАСТ/ЙОЩ;сУМОКИЙч аНъА;жояос (3%);жояос (4%);жояос (8%);жояос (20%;сЩМОКО йЯАТчСЕЫМ;пКГЯЫТщА аНъА
7950;2025;1;;веп      0000002;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;13.470;31.10.2024;27,04;0;0,96;0;0;0,98;26,06
7950;2025;1;;веп      0000002;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;32.384;13.11.2024;91,26;0;3,23;0;0;3,31;87,95
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18050;01.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18051;01.10.2024;42,94;0;1,52;0;0;1,56;41,38
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18062;02.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18084;03.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18104;04.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18134;07.10.2024;5,7;0;0,2;0;0;0,21;5,49
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18135;07.10.2024;8,14;0;0,29;0;0;0,3;7,84
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18174;08.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18175;08.10.2024;14,24;0;0,5;0;0;0,51;13,73
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18194;09.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18209;10.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18228;11.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18259;14.10.2024;8,14;0;0,29;0;0;0,3;7,84
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18258;14.10.2024;5,7;0;0,2;0;0;0,21;5,49
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18286;15.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18310;16.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18332;17.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18352;18.10.2024;20,68;0;0,73;0;0;0,75;19,93
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18382;21.10.2024;13,84;0;0,49;0;0;0,5;13,34
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18410;22.10.2024;23,39;0;0,83;0;0;0,85;22,54
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18437;23.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18459;24.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18483;25.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18526;29.10.2024;66,33;0;2,35;0;0;2,41;63,92
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18543;30.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18563;31.10.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;647;02.12.2024;-0,09;0;0;0;0;0;-0,09
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;648;02.12.2024;-0,09;0;0;0;0;0;-0,09
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;649;02.12.2024;-0,09;0;0;0;0;0;-0,09
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;650;02.12.2024;-0,23;0;-0,01;0;0;-0,01;-0,22
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;651;02.12.2024;-0,23;0;-0,01;0;0;-0,01;-0,22
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;652;02.12.2024;-0,23;0;-0,01;0;0;-0,01;-0,22
7950;2025;1;;веп      0000003;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;653;02.12.2024;-0,34;0;-0,01;0;0;-0,01;-0,33
7950;2025;1;;веп      0000004;M;5000002755;лецажаял абее;94321495;13.03.2025;;628.487;14.10.2024;10,71;0;0,38;0;0;0,39;10,32
7950;2025;1;;веп      0000004;M;5000002755;лецажаял абее;94321495;13.03.2025;;629.390;25.10.2024;16,07;0;0,57;0;0;0,58;15,49
7950;2025;1;;веп      0000005;M;5000001190;цакайтойолийа ламдяейас ае;93252125;13.03.2025;;5743;03.10.2024;11,02;0;0,39;0;0;0,4;10,62
7950;2025;1;;веп      0000005;M;5000001190;цакайтойолийа ламдяейас ае;93252125;13.03.2025;;5889;10.10.2024;11,02;0;0,39;0;0;0,4;10,62
7950;2025;1;;веп      0000005;M;5000001190;цакайтойолийа ламдяейас ае;93252125;13.03.2025;;6106;18.10.2024;9,55;0;0,34;0;0;0,35;9,2
7950;2025;1;;веп      0000005;M;5000001190;цакайтойолийа ламдяейас ае;93252125;13.03.2025;;6235;25.10.2024;7,35;0;0,26;0;0;0,27;7,08
7950;2025;1;;веп      0000005;M;5000001190;цакайтойолийа ламдяейас ае;93252125;13.03.2025;;6307;31.10.2024;8,81;0;0,31;0;0;0,32;8,49
7950;2025;1;;веп      0000006;M;5000002492;ваяайида аццекийг & сиа ее;998177858;13.03.2025;;2149;27.10.2024;67,8;0;2,4;0;0;2,46;65,34
7950;2025;1;;веп      0000006;M;5000002492;ваяайида аццекийг & сиа ее;998177858;13.03.2025;;2148;27.10.2024;48,41;0;1,71;0;0;1,75;46,66
7950;2025;1;;веп      0000007;M;5000002344;кайяе а.е.;94340092;13.03.2025;;26622;22.10.2024;57,85;0;2,05;0;0;2,1;55,75
7950;2025;1;;веп      0000007;M;5000002344;кайяе а.е.;94340092;13.03.2025;;26633;22.10.2024;57,56;0;2,04;0;0;2,09;55,47
7950;2025;1;;веп      0000007;M;5000002344;кайяе а.е.;94340092;13.03.2025;;26830;31.10.2024;65,92;0;2,33;0;0;2,39;63,53
7950;2025;1;;веп      0000007;M;5000002344;кайяе а.е.;94340092;13.03.2025;;26838;31.10.2024;65,76;0;2,33;0;0;2,39;63,37
7950;2025;1;;веп      0000008;M;5000001684;аламта е.е.& е.а.е.т.й.н.л.;99720133;13.03.2025;;3438;18.11.2024;112,14;0;3,97;0;0;4,07;108,07
7950;2025;1;;веп      0000008;M;5000001684;аламта е.е.& е.а.е.т.й.н.л.;99720133;13.03.2025;;2068;18.11.2024;38,94;0;1,38;0;0;1,41;37,53
7950;2025;1;;веп      0000008;M;5000001684;аламта е.е.& е.а.е.т.й.н.л.;99720133;13.03.2025;;3439;18.11.2024;209,05;0;7,39;0;0;7,59;201,46
7950;2025;1;;веп      0000009;M;5000001379;тяожоелпояийг л.е.п.е.;95627710;13.03.2025;;5775;23.10.2024;54,65;0;1,93;0;0;1,98;52,67
7950;2025;1;;веп      0000010;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;13.492;03.11.2024;13,25;0;0,47;0;0;0,48;12,77
7950;2025;1;;веп      0000010;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;40.157;01.11.2024;19,89;0;0,7;0;0;0,72;19,17
7950;2025;1;;веп      0000010;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;13.500;05.11.2024;44,57;0;1,58;0;0;1,62;42,95
7950;2025;1;;веп      0000010;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;13.541;10.11.2024;32,32;0;1,14;0;0;1,17;31,15
7950;2025;1;;веп      0000010;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;13.577;14.11.2024;44,48;0;1,57;0;0;1,61;42,87
7950;2025;1;;веп      0000010;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;13.595;17.11.2024;42,48;0;1,5;0;0;1,54;40,94
7950;2025;1;;веп      0000010;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;13.635;21.11.2024;22,26;0;0,79;0;0;0,81;21,45
7950;2025;1;;веп      0000010;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;40.959;21.11.2024;49,27;0;1,74;0;0;1,78;47,49
7950;2025;1;;веп      0000010;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;13.655;24.11.2024;22,68;0;0,8;0;0;0,82;21,86
7950;2025;1;;веп      0000010;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;32.933;20.11.2024;60,48;0;2,14;0;0;2,19;58,29
7950;2025;1;;веп      0000010;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;32.932;20.11.2024;107,08;0;3,79;0;0;3,88;103,2
7950;2025;1;;веп      0000010;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;13.691;28.11.2024;54,76;0;1,94;0;0;1,99;52,77
7950;2025;1;;веп      0000010;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;41.217;28.11.2024;28,57;0;1,01;0;0;1,04;27,53
7950;2025;1;;веп      0000010;M;5000001158;аицаиом цемийг пяолгх. тяож епе;997565624;13.03.2025;;33.815;05.12.2024;106,66;0;3,77;0;0;3,86;102,8
7950;2025;1;;веп      0000011;M;5000001379;тяожоелпояийг л.е.п.е.;95627710;13.03.2025;;5975;04.11.2024;35,39;0;1,25;0;0;1,28;34,11
7950;2025;1;;веп      0000011;M;5000001379;тяожоелпояийг л.е.п.е.;95627710;13.03.2025;;6442;29.11.2024;77,02;0;2,72;0;0;2,79;74,23
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18587;01.11.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18622;04.11.2024;8,14;0;0,29;0;0;0,3;7,84
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18650;05.11.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18676;06.11.2024;16,61;0;0,59;0;0;0,6;16,01
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18695;07.11.2024;10,17;0;0,36;0;0;0,37;9,8
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18750;11.11.2024;8,14;0;0,29;0;0;0,3;7,84
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18774;12.11.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18804;13.11.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18822;14.11.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18846;15.11.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18873;18.11.2024;15,15;0;0,54;0;0;0,55;14,6
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18895;19.11.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18923;20.11.2024;21,36;0;0,76;0;0;0,78;20,58
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18947;22.11.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18978;25.11.2024;22,15;0;0,78;0;0;0,8;21,35
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;18998;26.11.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;19022;27.11.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;19042;28.11.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000012;M;5000001218;е. & й. стеяциоу & сиа ое;92156190;13.03.2025;;19064;29.11.2024;9,15;0;0,32;0;0;0,33;8,82
7950;2025;1;;веп      0000013;M;5000001190;цакайтойолийа ламдяейас ае;93252125;13.03.2025;;6467;08.11.2024;9,55;0;0,34;0;0;0,35;9,2
7950;2025;1;;веп      0000013;M;5000001190;цакайтойолийа ламдяейас ае;93252125;13.03.2025;;6582;14.11.2024;8,81;0;0,31;0;0;0,32;8,49
7950;2025;1;;веп      0000013;M;5000001190;цакайтойолийа ламдяейас ае;93252125;13.03.2025;;6693;21.11.2024;8,81;0;0,31;0;0;0,32;8,49
7950;2025;1;;веп      0000013;M;5000001190;цакайтойолийа ламдяейас ае;93252125;13.03.2025;;6857;28.11.2024;8,81;0;0,31;0;0;0,32;8,49
7950;2025;1;;веп      0000014;M;5000002344;кайяе а.е.;94340092;13.03.2025;;26926;21.11.2024;66,56;0;2,35;0;0;2,41;64,15
7950;2025;1;;веп      0000014;M;5000002344;кайяе а.е.;94340092;13.03.2025;;26936;21.11.2024;62,66;0;2,22;0;0;2,28;60,38
7950;2025;1;;веп      0000014;M;5000002344;кайяе а.е.;94340092;13.03.2025;;27077;30.11.2024;25,46;0;0,9;0;0;0,92;24,54
7950;2025;1;;веп      0000014;M;5000002344;кайяе а.е.;94340092;13.03.2025;;27082;30.11.2024;67,78;0;2,4;0;0;2,46;65,32
7950;2025;1;;веп      0000015;M;5000002755;лецажаял абее;94321495;13.03.2025;;630.796;18.11.2024;10,71;0;0,38;0;0;0,39;10,32
7950;2025;1;;веп      0000016;M;5000001761;пимдос-ацяотийос птгмотя сумет. иыа;96033026;13.03.2025;;342245;04.11.2024;53,46;0;1,89;0;0;1,94;51,52
7950;2025;1;;веп      0000016;M;5000001761;пимдос-ацяотийос птгмотя сумет. иыа;96033026;13.03.2025;;342838;11.11.2024;63,33;0;2,24;0;0;2,3;61,03
7950;2025;1;;веп      0000016;M;5000001761;пимдос-ацяотийос птгмотя сумет. иыа;96033026;13.03.2025;;343317;18.11.2024;58,85;0;2,08;0;0;2,13;56,72
7950;2025;1;;веп      0000016;M;5000001761;пимдос-ацяотийос птгмотя сумет. иыа;96033026;13.03.2025;;739029;25.11.2024;64,31;0;2,27;0;0;2,33;61,98
7950;2025;1;;веп      0000017;M;5000001684;аламта е.е.& е.а.е.т.й.н.л.;99720133;13.03.2025;;174;29.11.2024;213,81;0;7,56;0;0;7,76;206,05
7950;2025;1;;веп      0000017;M;5000001684;аламта е.е.& е.а.е.т.й.н.л.;99720133;13.03.2025;;2333;13.12.2024;64,45;0;2,28;0;0;2,34;62,11
7950;2025;1;;веп      0000017;M;5000001684;аламта е.е.& е.а.е.т.й.н.л.;99720133;13.03.2025;;3836;13.12.2024;149,69;0;5,29;0;0;5,42;144,27
7950;2025;1;;веп      0000017;M;5000001684;аламта е.е.& е.а.е.т.й.н.л.;99720133;13.03.2025;;227;13.12.2024;213,81;0;7,56;0;0;7,76;206,05
7900;2025;1;;веп      0000018;M;5308002067;дяацоуламоу екемг ТОУ иыаммг;65526672;17.02.2025;;дяацоуламоу;20.01.2025;733,68;0;0;0;0;0;733,68
7900;2025;1;;веп      0000019;M;5308002068;сумодимоу аийатеяимг ТОУ мийокаоу;44789053;17.02.2025;;сумодимоу;20.01.2025;733,68;0;0;0;0;0;733,68
7900;2025;1;;веп      0000020;M;5308002069;туяобокг паяасйеуг ТОУ спуяидым;67266238;17.02.2025;;туяобокг;20.01.2025;733,68;0;0;0;0;0;733,68
7900;2025;1;;веп      0000021;M;5308002070;иоядамоу жытеимг ТОУ цеяциоу;141816113;17.02.2025;;иоядамоу;20.01.2025;733,68;0;0;0;0;0;733,68
7900;2025;1;;веп      0000022;M;5308002071;декабимиас мийокаос ТОУ апостокоу;101150273;17.02.2025;;декабимиас;20.01.2025;733,68;0;0;0;0;0;733,68
7900;2025;1;;веп      0000023;M;5308002072;йамтфийг лаяиа ТОУ акенамдяоу;38413008;17.02.2025;;йамтфийг;20.01.2025;733,68;0;0;0;0;0;733,68
7900;2025;1;;веп      0000024;M;5308002073;тяужоу басикийоука ТОУ дглгтяиоу;73129297;17.02.2025;;тяужоу;20.01.2025;733,68;0;0;0;0;0;733,68
7900;2025;1;;веп      0000025;M;5308002074;йевяг амастасиа ТОУ йым/моу;133333115;17.02.2025;;йевяг;20.01.2025;733,68;0;0;0;0;0;733,68
7900;2025;1;;веп      0000042;M;5308002075;фабяас вяистожояос ТОУ цеыяциоу;116175786;17.02.2025;;фабяас;22.01.2025;733,68;0;0;0;0;0;733,68
7000;2025;1;;веп      0000055;M;5000002795;д. & л. фацояиамайос о.е.;99858029;24.01.2025;;1454;19.11.2024;2.914,00;0;88,13;0;0;234,95;2.679,05
7000;2025;1;;веп      0000056;M;5000002305;CRELI A.E.;95477776;24.01.2025;;35408;25.11.2024;2.033,60;0;61,5;0;0;163,97;1.869,63
7000;2025;1;;веп      0000057;M;5000002768;й. иыам. деяломиытгс & сиа ое;99005868;24.01.2025;;б 004014;27.11.2024;438,46;0;13,28;0;0;34,99;403,47
7000;2025;1;;веп      0000057;M;5000002768;й. иыам. деяломиытгс & сиа ое;99005868;24.01.2025;;б 004015;27.11.2024;93;0;2,82;0;0;7,43;85,57
7000;2025;1;;веп      0000057;M;5000002768;й. иыам. деяломиытгс & сиа ое;99005868;24.01.2025;;б 004017;27.11.2024;272,8;0;8,26;0;0;21,77;251,03
7000;2025;1;;веп      0000057;M;5000002768;й. иыам. деяломиытгс & сиа ое;99005868;24.01.2025;;б 004016;27.11.2024;372;0;11,26;0;0;29,69;342,31
7000;2025;1;;веп      0000058;M;5000002752;DIKAT CONSTRUCTIONS I.K.E.;801502325;24.01.2025;;тип-00029;10.10.2024;1.612,00;0;48,76;0;0;129,98;1.482,02
7000;2025;1;;веп      0000059;M;5000001083;BIOSENSE амымулг етаияеиа;800366706;24.01.2025;;1;11.10.2024;80.476,00;0;2.433,81;0;0;6.488,51;73.987,49
7000;2025;1;;веп      0000060;M;5000001144;UNIDENT - тфибекейас йым/мос л.е.п.;998429925;24.01.2025;;89580;05.09.2024;2.852,00;0;86,25;0;0;229,95;2.622,05
7000;2025;1;;веп      0000061;M;5000002410;дгл.стауяиамайг йаи сиа ее-бета-бет;800933059;24.01.2025;;317;10.10.2024;1.412,50;0;46,88;0;0;124,98;1.287,52
7000;2025;1;;веп      0000062;M;5000002726;йяомос а.е.;94414571;24.01.2025;;тда 17403;04.12.2024;2.901,60;0;87,77;0;0;234,01;2.667,59
7000;2025;1;;веп      0000063;M;5000002379;циоумитея епе;99013125;24.01.2025;;2381;25.11.2024;310;0;9,39;0;0;24,75;285,25
7000;2025;1;;веп      0000063;M;5000002379;циоумитея епе;99013125;24.01.2025;;2382;25.11.2024;198,4;0;6;0;0;15,84;182,56
7000;2025;1;;веп      0000063;M;5000002379;циоумитея епе;99013125;24.01.2025;;2383;25.11.2024;260,4;0;7,88;0;0;20,78;239,62
7000;2025;1;;веп      0000064;M;5000002305;CRELI A.E.;95477776;24.01.2025;;35407;25.11.2024;396,8;0;12,02;0;0;31,68;365,12
7000;2025;1;;веп      0000064;M;5000002305;CRELI A.E.;95477776;24.01.2025;;35568;06.12.2024;55,8;0;1,69;0;0;4,45;51,35
7000;2025;1;;веп      0000064;M;5000002305;CRELI A.E.;95477776;24.01.2025;;35569;06.12.2024;1.068,88;0;32,37;0;0;85,34;983,54
7000;2025;1;;веп      0000065;M;5000002074;стациас ваяакалпос & сиа ее;801422036;24.01.2025;;тил0000174;29.11.2024;173,6;0;5,26;0;0;13,86;159,74
7000;2025;1;;веп      0000066;M;5000001123;Neodent а.е.;94371474;24.01.2025;;111975;06.08.2024;446,4;0;13,52;0;0;35,64;410,76
7000;2025;1;;веп      0000067;M;5000002689;GRAMMA - TECH;998535955;24.01.2025;;367;15.10.2024;156,48;0;0;0;0;7,74;148,74
7000;2025;1;;веп      0000068;M;5000002713;паяхемиос гкиас тоу пеяийкг;53504719;24.01.2025;;тда0000029;20.05.2024;173,6;0;0;0;0;8,6;165
7000;2025;1;;веп      0000069;M;5000002792;йакоциаммгс акенамдяос & сиа ее;93309400;24.01.2025;;18714;21.11.2024;1.517,76;0;45,9;0;0;122,37;1.395,39
7000;2025;1;;веп      0000070;M;5000002795;д. & л. фацояиамайос о.е.;99858029;24.01.2025;;1505;28.11.2024;4.378,20;0;132,42;0;0;352,97;4.025,23
7000;2025;1;;веп      0000071;M;5000002753;LEADER HELLAS AA O.E.;802326335;24.01.2025;;тда 210;19.11.2024;434;0;13,14;0;0;34,65;399,35
7000;2025;1;;веп      0000071;M;5000002753;LEADER HELLAS AA O.E.;802326335;24.01.2025;;тда 209;19.11.2024;992;0;30,03;0;0;79,18;912,82
7000;2025;1;;веп      0000072;M;5000002358;STAMP CENTER;999883855;24.01.2025;;тда0000522;31.10.2024;37,2;0;1,13;0;0;2,98;34,22
7000;2025;1;;веп      0000072;M;5000002358;STAMP CENTER;999883855;24.01.2025;;тда0000524;31.10.2024;59,52;0;1,8;0;0;4,75;54,77
7000;2025;1;;веп      0000072;M;5000002358;STAMP CENTER;999883855;24.01.2025;;тда0000523;31.10.2024;37,2;0;1,13;0;0;2,98;34,22
7000;2025;1;;веп      0000072;M;5000002358;STAMP CENTER;999883855;24.01.2025;;тда0000513;22.10.2024;18,6;0;0,56;0;0;1,48;17,12
